"","word"
"163.33","kesihatan"
"163.34","bukan"
"163.35","pilih"
"163.36","salah"
"163.37","satu"
"164","orang"
"164.1","kurang"
"164.2","empathy"
"164.3","ini"
"164.4","tak"
"164.5","faham"
"164.6","hidup"
"164.7","kita"
"164.8","luar"
"164.9","sana"
"164.10","macam"
"164.11","mana"
"164.12","yang"
"164.13","dia"
"164.14","nmpak"
"164.15","circle"
"164.16","dia"
"164.17","yang"
"164.18","serba"
"164.19","indah"
"164.20","circle"
"164.21","dia"
"164.22","yang"
"164.23","cuma"
"164.24","terkurung"
"164.25","kat"
"164.26","rumah"
"164.27","tahan"
"164.28","mental"
"164.29","kita"
"164.30","rumah"
"164.31","tapi"
"164.32","makan"
"164.33","minum"
"164.34","rumah"
"164.35","semua"
"164.36","selesa"
"164.37","impact"
"164.38","covid"
"164.39","ini"
"164.40","deh"
"164.41","teruk"
"164.42","sangat"
"164.43","kat"
"164.44","malaysia"
"164.45","baik"
"164.46","penyakit"
"164.47","mahupun"
"164.48","ekonomi"
"165","sekitar"
"165.1","rp"
"165.2","triliun"
"165.3","anggaran"
"165.4","kementerian"
"165.5","agama"
"165.6","direalokasi"
"165.7","untuk"
"165.8","tangani"
"165.9","covid"
"166","patut"
"166.1","nya"
"166.2","sibuk"
"166.3","kan"
"166.4","diri"
"166.5","untuk"
"166.6","pulihkan"
"166.7","ekonomi"
"166.8","fikir"
"166.9","cara"
"166.10","tangani"
"166.11","covid"
"166.12","dengan"
"166.13","lebih"
"166.14","berkesan"
"166.15","tapi"
"166.16","sih"
"166.17","bangsat"
"166.18","ini"
"166.19","semua"
"166.20","buat"
"166.21","apa"
"166.22","sibuk"
"166.23","berkumpul"
"166.24","sign"
"166.25","sd"
"166.26","untuk"
"166.27","kekal"
"166.28","berkuasa"
"166.29","macam"
"166.30","babiiiii"
"167","deh"
"167.1","itu"
"167.2","kenapa"
"167.3","kerajaan"
"167.4","tak"
"167.5","tutup"
"167.6","kilang"
"167.7","sebab"
"167.8","ekonomi"
"167.9","kerajaan"
"167.10","buka"
"167.11","kilang"
"167.12","pun"
"167.13","masih"
"167.14","ramai"
"167.15","rakyat"
"167.16","yang"
"167.17","mengganggur"
"167.18","ekonomi"
"167.19","merudum"
"167.20","kadar"
"167.21","kemiskinan"
"167.22","makin"
"167.23","naik"
"167.24","kalau"
"167.25","kerajaan"
"167.26","tutup"
"167.27","kilang"
"167.28","sekurang"
"167.29","kurangnya"
"167.30","dapat"
"167.31","lah"
"167.32","turunkan"
"167.33","kes"
"167.34","covid"
"168","nah"
"168.1","tahi"
"168.2","yang"
"168.3","dibuat"
"168.4","oleh"
"168.5","pn"
"168.6","buat"
"168.7","pkp"
"168.8","separuh"
"168.9","masak"
"168.10","gantung"
"168.11","demokrasi"
"168.12","kes"
"168.13","covid"
"168.14","naik"
"168.15","dan"
"168.16","kebanyakannya"
"168.17","dari"
"168.18","kluster"
"168.19","kilang"
"168.20","tak"
"168.21","tutup"
"168.22","kilang"
"168.23","ekonomi"
"168.24","merudum"
"168.25","pelabur"
"168.26","dari"
"168.27","luar"
"168.28","tak"
"168.29","mau"
"168.30","melabur"
"168.31","di"
"168.32","negara"
"168.33","kita"
"168.34","kerajaan"
"168.35","tak"
"168.36","kukuh"
"168.37","dll"
"169","sekarang"
"169.1","ini"
"169.2","nyawa"
"169.3","lebih"
"169.4","penting"
"169.5","cuba"
"169.6","tengok"
"169.7","tahun"
"169.8","lepas"
"169.9","kerajaan"
"169.10","laksanakan"
"169.11","pkp"
"169.12","yang"
"169.13","ketat"
"169.14","dan"
"169.15","kes"
"169.16","covid"
"169.17","menurum"
"169.18","hingga"
"169.19","dan"
"169.20","selepas"
"169.21","memasuki"
"169.22","pkpp"
"169.23","rakyat"
"169.24","deh"
"169.25","boleh"
"169.26","kerja"
"169.27","dan"
"169.28","ekonomi"
"169.29","be"
"169.30","ambah"
"169.31","baik"
"170","ya"
"170.1","selagi"
"170.2","jateng"
"170.3","masih"
"170.4","nomor"
"170.5","penyebaran"
"170.6","covid"
"170.7","masih"
"170.8","tinggi"
"170.9","menurut"
"170.10","aku"
"170.11","lanjutkan"
"170.12","saja"
"170.13","tapi"
"170.14","lebih"
"170.15","di"
"170.16","upgrade"
"170.17","saja"
"170.18","peraturan"
"170.19","biar"
"170.20","sektor"
"170.21","dagang"
"170.22","ekonomi"
"170.23","tetap"
"170.24","lancar"
"170.25","jalan"
"171","lapan"
"171.1","pakej"
"171.2","bantuan"
"171.3","dan"
"171.4","rangsangan"
"171.5","ekonomi"
"171.6","bernilai"
"171.7","rm"
"171.8","bilion"
"171.9","dilaksanakan"
"171.10","sejak"
"171.11","pandemik"
"171.12","covid"
"171.13","melanda"
"171.14","negara"
"171.15","membuktikan"
"171.16","kerajaan"
"171.17","mendengar"
"171.18","dan"
"171.19","be"
"171.20","indak"
"171.21","supaya"
"171.22","rakyat"
"171.23","dan"
"171.24","ekonomi"
"171.25","terus"
"171.26","be"
"171.27","ahan"
"171.28","dalam"
"171.29","tempoh"
"171.30","mencabar"
"171.31","ini"
"172","sedih"
"172.1","malaysia"
"172.2","yang"
"172.3","sideways"
"172.4","dan"
"172.5","merudum"
"172.6","covid"
"172.7","kes"
"172.8","tinggi"
"172.9","kematian"
"172.10","banyak"
"172.11","ekonomi"
"172.12","rakyat"
"172.13","rudum"
"172.14","bursa"
"172.15","tenat"
"172.16","suppo"
"172.17","patah"
"172.18","deh"
"172.19","indak"
"172.20","terendah"
"172.21","dunia"
"172.22","kerajaan"
"172.23","bangsat"
"172.24","pembangkang"
"172.25","dungu"
"172.26","rakyat"
"172.27","nak"
"172.28","survive"
"172.29","ini"
"172.30","woi"
"172.31","habis"
"172.32","mat"
"172.33","hancur"
"172.34","semua"
"173","satgas"
"173.1","lawan"
"173.2","covid"
"173.3","dan"
"173.4","pemulihan"
"173.5","ekonomi"
"173.6","nasional"
"173.7","dpr"
"173.8","ri"
"173.9","melakukan"
"173.10","inspeksi"
"173.11","mendadak"
"173.12","sidak"
"173.13","ke"
"173.14","perusahaan"
"173.15","farmasi"
"173.16","pt"
"173.17","kimia"
"173.18","farma"
"173.19","plant"
"173.20","banjaran"
"173.21","bandung"
"173.22","jawa"
"173.23","barat"
"173.24","guna"
"173.25","meninjau"
"173.26","kesiapan"
"173.27","kimia"
"173.28","farma"
"173.29","yang"
"173.30","kini"
"173.31","tengah"
"173.32","memproduksi"
"173.33","obat"
"173.34","antivirus"
"173.35","covid"
"174","mostly"
"174.1","yang"
"174.2","kecam"
"174.3","lawan"
"174.4","ini"
"174.5","tak"
"174.6","affected"
"174.7","sangat"
"174.8","pun"
"174.9","dengan"
"174.10","ekonomi"
"174.11","semasa"
"174.12","tak"
"174.13","ada"
"174.14","family"
"174.15","members"
"174.16","orang"
"174.17","kenalan"
"174.18","rapat"
"174.19","yang"
"174.20","kena"
"174.21","covid"
"174.22","orang"
"174.23","hilang"
"174.24","someone"
"174.25","sebab"
"174.26","covid"
"174.27","you"
"174.28","live"
"174.29","comfo"
"174.30","ably"
"174.31","alhamdulillah"
"174.32","most"
"174.33","of"
"174.34","them"
"174.35","bukan"
"174.36","tak"
"174.37","cerdik"
"174.38","itu"
"174.39","last"
"174.40","reso"
"174.41","nak"
"174.42","pemimpin"
"174.43","dengar"
"175","kritik"
"175.1","keras"
"175.2","muncul"
"175.3","pada"
"175.4","kebijakan"
"175.5","anggaran"
"175.6","program"
"175.7","pemulihan"
"175.8","ekonomi"
"175.9","nasional"
"175.10","alias"
"175.11","pengin"
"175.12","yang"
"175.13","diluncurkan"
"175.14","pemerintah"
"175.15","untuk"
"175.16","mengatasi"
"175.17","dampak"
"175.18","covid"
"176","at"
"176.1","dini"
"176.2","bansos"
"176.3","keluarga"
"176.4","tidak"
"176.5","mampu"
"176.6","kegiatan"
"176.7","ekonomi"
"176.8","ibadah"
"176.9","dan"
"176.10","sosial"
"176.11","tetap"
"176.12","berjalan"
"176.13","insyaallah"
"176.14","dengan"
"176.15","terdeteksi"
"176.16","terisolasi"
"176.17","carrier"
"176.18","covid"
"176.19","terkonfirmasi"
"176.20","covid"
"176.21","menurun"
"176.22","pandemi"
"176.23","berakhir"
"176.24","monggo"
"176.25","disampaikan"
"176.26","langsung"
"176.27","ke"
"176.28","presiden"
"176.29","atau"
"176.30","rapat"
"176.31","kabinet"
"177","enggak"
"177.1","punya"
"177.2","empati"
"177.3","rakyat"
"177.4","berjibaku"
"177.5","melawan"
"177.6","covid"
"177.7","be"
"177.8","ahan"
"177.9","hidup"
"177.10","di"
"177.11","tengah"
"177.12","hancurnya"
"177.13","ekonomi"
"177.14","ini"
"177.15","emak"
"177.16","malah"
"177.17","sebar"
"177.18","spanduk"
"178","jelas"
"178.1","kerajaan"
"178.2","pn"
"178.3","gagal"
"178.4","memimpin"
"178.5","negara"
"178.6","dan"
"178.7","menyelesaikan"
"178.8","permasalahan"
"178.9","rakyat"
"178.10","lebih"
"178.11","juta"
"178.12","kes"
"178.13","covid"
"178.14","lebih"
"178.15","rakyat"
"178.16","meninggal"
"178.17","ekonomi"
"178.18","tenat"
"178.19","rakyat"
"178.20","hilang"
"178.21","kerja"
"178.22","duit"
"178.23","simpanan"
"178.24","habis"
"178.25","graduan"
"178.26","universiti"
"178.27","menganggur"
"178.28","rakyat"
"178.29","resah"
"178.30","dengan"
"178.31","masa"
"178.32","depan"
"178.33","mereka"
"179","presiden"
"179.1","juga"
"179.2","menyampaikan"
"179.3","pemerintah"
"179.4","terus"
"179.5","menyeimbangkan"
"179.6","upaya"
"179.7","penanganan"
"179.8","covid"
"179.9","dan"
"179.10","pemulihan"
"179.11","ekonomi"
"179.12","nasional"
"179.13","ketika"
"179.14","kasus"
"179.15","covid"
"179.16","melonjak"
"179.17","akibat"
"179.18","adanya"
"179.19","varian"
"179.20","delta"
"179.21","pemerintah"
"179.22","mau"
"179.23","tidak"
"179.24","mau"
"179.25","harus"
"179.26","menarik"
"179.27","rem"
"180","insting"
"180.1","gue"
"180.2","bilang"
"180.3","awal"
"180.4","covid"
"180.5","adalah"
"180.6","biological"
"180.7","warfare"
"180.8","negara"
"180.9","yang"
"180.10","lemah"
"180.11","akan"
"180.12","kalah"
"180.13","ini"
"180.14","bukan"
"180.15","tentang"
"180.16","geopolitik"
"180.17","apalagi"
"180.18","ekonomi"
"180.19","nop"
"180.20","ini"
"180.21","tentang"
"180.22","kualitas"
"180.23","pendidikan"
"180.24","dan"
"180.25","sains"
"180.26","suatu"
"180.27","negara"
"180.28","melawan"
"180.29","pikiran"
"180.30","bodoh"
"180.31","masyarakat"
"180.32","dipersulit"
"180.33","oleh"
"180.34","tingkat"
"180.35","pendidikan"
"180.36","yang"
"180.37","rendah"
"181","bukan"
"181.1","saatnya"
"181.2","melawan"
"181.3","covid"
"181.4","will"
"181.5","never"
"181.6","winning"
"181.7","tapi"
"181.8","menjinakkan"
"181.9","covid"
"181.10","self"
"181.11","vaxinated"
"181.12","recourfullness"
"181.13","roda"
"181.14","ekonomi"
"181.15","berputar"
"181.16","akan"
"181.17","menekan"
"181.18","covid"
"181.19","prokes"
"181.20","mandatory"
"182","sebulan"
"182.1","ppkm"
"182.2","ketat"
"182.3","perlu"
"182.4","evaluasi"
"182.5","ekonomi"
"182.6","mulai"
"182.7","turun"
"182.8","tapi"
"182.9","covid"
"182.10","tak"
"182.11","selesai"
"183","sebulan"
"183.1","ppkm"
"183.2","ketat"
"183.3","covid"
"183.4","tak"
"183.5","selesai"
"183.6","ekonomi"
"183.7","jelas"
"183.8","turun"
"184","tesis"
"184.1","yang"
"184.2","selama"
"184.3","ini"
"184.4","pe"
"184.5","entangkan"
"184.6","ekonomi"
"184.7","vs"
"184.8","kesehatan"
"184.9","dalam"
"184.10","menangani"
"184.11","pandemi"
"184.12","secara"
"184.13","empirik"
"184.14","tidak"
"184.15","terbukti"
"184.16","semakin"
"184.17","kecil"
"184.18","dampak"
"184.19","covid"
"184.20","thd"
"184.21","ekonomi"
"184.22","suatu"
"184.23","negara"
"184.24","semakin"
"184.25","bisa"
"184.26","mengontrol"
"184.27","public"
"184.28","health"
"184.29","juga"
"184.30","sebaliknya"
"184.31","jangan"
"184.32","kaget"
"184.33","lihat"
"184.34","posisi"
"184.35","indonesia"
"184.36","ya"
"184.37","grinning"
"184.38","face"
"184.39","with"
"184.40","big"
"184.41","eyes"
"185","dandim"
"185.1","sampang"
"185.2","bese"
"185.3","a"
"185.4","staf"
"185.5","dan"
"185.6","jajaran"
"185.7","mengucapkan"
"185.8","dirgahayu"
"185.9","korem"
"185.10","bhaskara"
"185.11","jaya"
"185.12","ke"
"185.13","dengan"
"185.14","di"
"185.15","jiwai"
"185.16","semangat"
"185.17","sapta"
"185.18","marga"
"185.19","sumpah"
"185.20","prajurit"
"185.21","dan"
"185.22","wajib"
"185.23","tni"
"185.24","bersama"
"185.25","rakyat"
"185.26","siap"
"185.27","mendukung"
"185.28","percepatan"
"185.29","penanganan"
"185.30","pandemi"
"185.31","covid"
"185.32","pemulihan"
"185.33","ekonomi"
"185.34","nasional"
"186","konsumsi"
"186.1","energi"
"186.2","semakin"
"186.3","besar"
"186.4","dan"
"186.5","turut"
"186.6","menekan"
"186.7","sumber"
"186.8","daya"
"186.9","alam"
"186.10","di"
"186.11","dunia"
"186.12","mulyani"
"186.13","menyebutkan"
"186.14","penyebab"
"186.15","utama"
"186.16","climate"
"186.17","change"
"186.18","ini"
"186.19","adalah"
"186.20","pembangunan"
"186.21","besar"
"186.22","besaran"
"186.23","dan"
"186.24","membuat"
"186.25","mobilitas"
"186.26","masyarakat"
"186.27","yang"
"186.28","menjadi"
"186.29","semakin"
"186.30","tinggi"
"187","apakah"
"187.1","ada"
"187.2","evaluasi"
"187.3","kenapa"
"187.4","ppkm"
"187.5","enggak"
"187.6","berhasil"
"187.7","selain"
"187.8","menyalahkan"
"187.9","rakyat"
"187.10","ataukah"
"187.11","semua"
"187.12","terkendali"
"187.13","apa"
"187.14","definisi"
"187.15","terkendali"
"188","prediksi"
"188.1","bakal"
"188.2","diperpanjang"
"188.3","dengan"
"188.4","kondisional"
"188.5","bisa"
"188.6","turun"
"188.7","atau"
"188.8","naik"
"188.9","levelnya"
"188.10","yang"
"188.11","jelas"
"188.12","ppkm"
"188.13","diperpanjang"
"188.14","sangat"
"188.15","berat"
"188.16","bagi"
"188.17","masyarakat"
"188.18","kecil"
"188.19","bantuan"
"188.20","yang"
"188.21","tidak"
"188.22","jelas"
"188.23","kemana"
"188.24","sampainya"
"188.25","rakyat"
"188.26","sedang"
"188.27","sakit"
"188.28","sama"
"188.29","covid"
"188.30","dan"
"188.31","ekonomi"
"189","ayo"
"189.1","kibarkan"
"189.2","merah"
"189.3","putih"
"189.4","lawan"
"189.5","covid"
"189.6","indonesia"
"189.7","sehat"
"189.8","ekonomi"
"189.9","bangkit"
"189.10","programvaksinasimerdeka"
"189.11","bharadaksa"
"189.12","tahun"
"189.13","mengabdi"
"190","wagub"
"190.1","harus"
"190.2","hati"
"190.3","hati"
"190.4","longgarkan"
"190.5","aktifitas"
"190.6","ekonomi"
"190.7","meski"
"190.8","angka"
"190.9","covid"
"190.10","mulai"
"190.11","landai"
"190.12","via"
"191","dewan"
"191.1","komisaris"
"191.2","direksi"
"191.3","dan"
"191.4","keluarga"
"191.5","besar"
"191.6","pt"
"191.7","pln"
"191.8","persero"
"191.9","mengucapkan"
"191.10","selamat"
"191.11","hari"
"191.12","bhayangkara"
"191.13","ke"
"191.14","transformasi"
"191.15","polri"
"191.16","yang"
"191.17","presisi"
"191.18","mendukung"
"191.19","percepatan"
"191.20","penanganan"
"191.21","covid"
"191.22","untuk"
"191.23","masyarakat"
"191.24","sehat"
"191.25","dan"
"191.26","pemulihan"
"191.27","ekonomi"
"191.28","nasional"
"191.29","menuju"
"191.30","indonesia"
"191.31","maju"
"191.32","haribhayangkarake"
"192","kapitalisme"
"192.1","gagal"
"192.2","tangani"
"192.3","pandemi"
"192.4","gelombang"
"192.5","protes"
"192.6","rakyat"
"192.7","tuntut"
"192.8","perubahan"
"192.9","serba"
"192.10","serbi"
"192.11","mmc"
"192.12","gelombang"
"192.13","aksi"
"192.14","rakyat"
"192.15","kepada"
"192.16","pemerintah"
"192.17","sejak"
"192.18","pandemi"
"192.19","covid"
"192.20","mulai"
"192.21","bermunculan"
"192.22","di"
"192.23","berbagai"
"192.24","negara"
"192.25","rakyat"
"192.26","mengekspresikan"
"192.27","frustrasi"
"192.28","mereka"
"192.29","atas"
"192.30","kondisi"
"192.31","ekonomi"
"193","boleh"
"193.1","tak"
"193.2","ulas"
"193.3","apa"
"193.4","akan"
"193.5","jadi"
"193.6","pada"
"193.7","dunia"
"193.8","sekiranya"
"193.9","betul"
"193.10","dunia"
"193.11","gagal"
"193.12","melawan"
"193.13","covid"
"193.14","antara"
"193.15","jangkaan"
"193.16","kematian"
"193.17","semakin"
"193.18","ramai"
"193.19","ekonomi"
"193.20","hancur"
"193.21","lagi"
"193.22","kita"
"193.23","akan"
"193.24","beperang"
"193.25","ke"
"193.26","grinning"
"193.27","face"
"193.28","with"
"193.29","sweat"
"194","pemberian"
"194.1","dosis"
"194.2","vaksinasi"
"194.3","anti"
"194.4","covid"
"194.5","di"
"194.6","hari"
"194.7","yang"
"194.8","kedua"
"194.9","yang"
"194.10","masih"
"194.11","dilaksanakan"
"194.12","oleh"
"194.13","tni"
"194.14","al"
"194.15","dalam"
"194.16","hal"
"194.17","ini"
"194.18","pusat"
"194.19","hidro"
"194.20","oseanografi"
"194.21","tni"
"194.22","angkatan"
"194.23","laut"
"194.24","pushidrosal"
"194.25","di"
"194.26","gelar"
"194.27","di"
"194.28","tengah"
"194.29","pusat"
"194.30","sentra"
"194.31","ekonomi"
"194.32","di"
"194.33","jaka"
"194.34","a"
"194.35","utara"
"194.36","yaitu"
"194.37","di"
"194.38","mangga"
"194.39","dua"
"194.40","square"
"194.41","ancol"
"194.42","jakut"
"194.43","minggu"
"195","saya"
"195.1","berharap"
"195.2","dengan"
"195.3","pe"
"195.4","umbuhan"
"195.5","ekonomi"
"195.6","malaysia"
"195.7","ini"
"195.8","akan"
"195.9","terus"
"195.10","memperkukuhkan"
"195.11","status"
"195.12","ekonomi"
"195.13","negara"
"195.14","selain"
"195.15","mempercepatkan"
"195.16","pemulihan"
"195.17","sosioekonomi"
"195.18","rakyat"
"195.19","pasca"
"195.20","covid"
"196","ngurusi"
"196.1","ekonomi"
"196.2","gagal"
"196.3","ngurusi"
"196.4","bumn"
"196.5","gagal"
"196.6","berantas"
"196.7","korupsi"
"196.8","gagal"
"196.9","ngurusi"
"196.10","covid"
"196.11","gagal"
"196.12","kalau"
"196.13","gagal"
"196.14","meluluh"
"196.15","mendingan"
"196.16","pakdemundurplease"
"197","penerima"
"197.1","bantuan"
"197.2","adalah"
"197.3","mereka"
"197.4","yang"
"197.5","telah"
"197.6","terverifikasi"
"197.7","dan"
"197.8","validasi"
"197.9","nama"
"197.10","dan"
"197.11","alamatnya"
"197.12","juga"
"197.13","dilengkapi"
"197.14","dengan"
"197.15","nik"
"197.16","kemudian"
"197.17","bantuan"
"197.18","di"
"197.19","berikan"
"197.20","kepada"
"197.21","masyarakat"
"197.22","yang"
"197.23","terdampak"
"197.24","langsung"
"197.25","secara"
"197.26","ekonomi"
"197.27","dan"
"197.28","sosial"
"197.29","akibat"
"197.30","pandemi"
"197.31","covid"
"197.32","kumhampeduli"
"197.33","kumhamberbagi"
"198","ia"
"198.1","menambahkan"
"198.2","penanganan"
"198.3","dampak"
"198.4","covid"
"198.5","pun"
"198.6","harus"
"198.7","dilakukan"
"198.8","beriringan"
"198.9","antara"
"198.10","sisi"
"198.11","kesehatan"
"198.12","dan"
"198.13","ekonomi"
"198.14","covidturuntetapppkm"
"199","apa"
"199.1","nak"
"199.2","jadi"
"199.3","malaysia"
"199.4","ku"
"199.5","hari"
"199.6","ini"
"199.7","kes"
"199.8","covid"
"199.9","meningkat"
"199.10","kerajaan"
"199.11","tak"
"199.12","stabil"
"199.13","ekonomi"
"199.14","tak"
"199.15","stabil"
"199.16","politik"
"199.17","panas"
"199.18","sentiasa"
"199.19","siap"
"199.20","berdemo"
"199.21","berarak"
"199.22","kerajaan"
"199.23","gagal"
"199.24","rakyat"
"199.25","pun"
"199.26","gagal"
"199.27","sedih"
"199.28","crying"
"199.29","face"
"200","kunci"
"200.1","pemulihan"
"200.2","ekonomi"
"200.3","pengusaha"
"200.4","dorong"
"200.5","pemerintah"
"200.6","percepat"
"200.7","alokasi"
"200.8","vaksinasi"
"200.9","covid"
"201","sebenarnya"
"201.1","boleh"
"201.2","je"
"201.3","tunggu"
"201.4","pru"
"201.5","kalau"
"201.6","nk"
"201.7","jatuhkan"
"201.8","pn"
"201.9","pun"
"201.10","tapi"
"201.11","concept"
"201.12","mereka"
"201.13","lets"
"201.14","strike"
"201.15","while"
"201.16","the"
"201.17","iron"
"201.18","is"
"201.19","still"
"201.20","hot"
"201.21","macam"
"201.22","umno"
"201.23","cakap"
"201.24","kalau"
"201.25","isu"
"201.26","covid"
"201.27","deh"
"201.28","berjaya"
"201.29","ditangani"
"201.30","dan"
"201.31","ekonomi"
"201.32","is"
"201.33","back"
"201.34","on"
"201.35","track"
"201.36","deh"
"201.37","takde"
"201.38","point"
"201.39","baik"
"201.40","sekarang"
"201.41","menangguk"
"201.42","di"
"201.43","air"
"201.44","keruh"
"201.45","parliment"
"202","semangat"
"202.1","berantas"
"202.2","covid"
"202.3","insya"
"202.4","allah"
"202.5","ekonomi"
"202.6","pulih"
"202.7","indonesia"
"202.8","maju"
"203","dilema"
"203.1","antara"
"203.2","di"
"203.3","perpanjang"
"203.4","atau"
"203.5","tidak"
"203.6","satu"
"203.7","sisi"
"203.8","angka"
"203.9","covid"
"203.10","masih"
"203.11","tinggi"
"203.12","satu"
"203.13","sisi"
"203.14","lagi"
"203.15","ekonomi"
"203.16","sudah"
"203.17","memburuk"
"203.18","saat"
"203.19","nya"
"203.20","tunjuangan"
"203.21","pns"
"203.22","gol"
"203.23","te"
"203.24","entu"
"203.25","dan"
"203.26","kalo"
"203.27","bisa"
"203.28","bumn"
"203.29","juga"
"203.30","di"
"203.31","potong"
"203.32","atau"
"203.33","ditiadakan"
"203.34","demi"
"203.35","membantu"
"203.36","yang"
"203.37","membutuhkan"
"203.38","agar"
"203.39","ppkm"
"203.40","bisa"
"203.41","di"
"203.42","perpanjang"
"203.43","sedikit"
"203.44","lagi"
"204","ya"
"204.1","psbtas"
"204.2","kalo"
"204.3","jokowi"
"204.4","harus"
"204.5","mundur"
"204.6","sudah"
"204.7","gsgal"
"204.8","tangani"
"204.9","covid"
"204.10","gagal"
"204.11","prrbaiki"
"204.12","ekonomi"
"204.13","korupsi"
"204.14","juga"
"204.15","makin"
"204.16","parah"
"205","now"
"205.1","liveinterview"
"205.2","bank"
"205.3","pekalongan"
"205.4","paparan"
"205.5","kinerja"
"205.6","dalam"
"205.7","pemulihan"
"205.8","ekonomi"
"205.9","terkait"
"205.10","dampak"
"205.11","covid"
"205.12","bersama"
"205.13","kepala"
"205.14","bidang"
"205.15","pemasaran"
"205.16","bank"
"205.17","pekalongan"
"205.18","muhammad"
"205.19","falahuddin"
"206","diskusi"
"206.1","ini"
"206.2","dilakukan"
"206.3","guna"
"206.4","membantu"
"206.5","mengatasi"
"206.6","dampak"
"206.7","covid"
"206.8","yang"
"206.9","juga"
"206.10","berimbas"
"206.11","kepada"
"206.12","masyarakat"
"206.13","luas"
"206.14","covid"
"207","luar"
"207.1","biasa"
"207.2","gerak"
"207.3","cepat"
"207.4","kapolri"
"207.5","untuk"
"207.6","percepatan"
"207.7","vaksinasi"
"207.8","semoga"
"207.9","target"
"207.10","vaksin"
"207.11","bisa"
"207.12","tercapai"
"207.13","dan"
"207.14","ekonomi"
"207.15","di"
"207.16","indonesia"
"207.17","segera"
"207.18","pulih"
"207.19","bravo"
"207.20","polri"
"208","dimana"
"208.1","dampaknya"
"208.2","justru"
"208.3","pandemi"
"208.4","covid"
"208.5","semakin"
"208.6","menggila"
"208.7","ekonomi"
"208.8","malah"
"208.9","hutang"
"208.10","menggunung"
"209","berarak"
"209.1","macam"
"209.2","ini"
"209.3","boleh"
"209.4","naikkan"
"209.5","ekonomi"
"209.6","negara"
"209.7","kes"
"209.8","covid"
"209.9","sure"
"209.10","akan"
"209.11","menurun"
"209.12","pelabur"
"209.13","semua"
"209.14","akan"
"209.15","berduyun"
"209.16","masuk"
"209.17","syabas"
"209.18","clapping"
"209.19","hands"
"210","bersidang"
"210.1","parlimen"
"210.2","sure"
"210.3","masalah"
"210.4","covid"
"210.5","akan"
"210.6","selesai"
"210.7","pastu"
"210.8","berkumpul"
"210.9","macam"
"210.10","ini"
"210.11","pelabur"
"210.12","semua"
"210.13","suka"
"210.14","akan"
"210.15","berduyun"
"210.16","pelabur"
"210.17","masuk"
"210.18","nk"
"210.19","melabur"
"210.20","kat"
"210.21","negara"
"210.22","ini"
"210.23","ekonomi"
"210.24","akan"
"210.25","be"
"210.26","ambah"
"210.27","baik"
"210.28","lagi"
"210.29","hentam"
"210.30","indeks"
"210.31","bursa"
"210.32","sure"
"210.33","akan"
"210.34","melonjak"
"210.35","ke"
"210.36","paras"
"210.37","te"
"210.38","inggi"
"211","potong"
"211.1","gaji"
"211.2","dan"
"211.3","tunjangan"
"211.4","pejabat"
"211.5","untuk"
"211.6","bantuan"
"211.7","covid"
"211.8","kalau"
"211.9","memang"
"211.10","untuk"
"211.11","rakyat"
"211.12","pasti"
"211.13","bersedia"
"212","betul"
"212.1","akibat"
"212.2","berlebihan"
"212.3","menangani"
"212.4","covid"
"212.5","akhirnya"
"212.6","gawe"
"212.7","bubrah"
"212.8","tatan"
"212.9","pranatan"
"212.10","sosial"
"212.11","ekonomi"
"212.12","kemasyarakatan"
"212.13","sosial"
"212.14","budaya"
"212.15","pendidikan"
"212.16","peribadatan"
"212.17","mau"
"212.18","menangani"
"212.19","penyakit"
"212.20","atau"
"212.21","membuat"
"212.22","gaduh"
"212.23","se"
"212.24","a"
"212.25","bubrah"
"212.26","sosial"
"212.27","kehidupan"
"212.28","masyarakat"
"212.29","sih"
"212.30","stopkopit"
"213","semoga"
"213.1","covid"
"213.2","cepat"
"213.3","berlalu"
"213.4","covid"
"213.5","belum"
"213.6","aman"
"213.7","kegiatan"
"213.8","ekonomi"
"213.9","mesti"
"213.10","dilakukan"
"213.11","hati"
"213.12","hati"
"214","aku"
"214.1","rse"
"214.2","kalau"
"214.3","mse"
"214.4","awal"
"214.5","kes"
"214.6","naik"
"214.7","hritu"
"214.8","buat"
"214.9","lockdown"
"214.10","mungkin"
"214.11","kes"
"214.12","covid"
"214.13","kali"
"214.14","ada"
"214.15","lah"
"214.16","tnggi"
"214.17","macam"
"214.18","sekrg"
"214.19","n"
"214.20","mungkin"
"214.21","juga"
"214.22","kali"
"214.23","ada"
"214.24","lah"
"214.25","rmai"
"214.26","orang"
"214.27","bunuh"
"214.28","diri"
"214.29","lockdown"
"214.30","bulan"
"214.31","mungkin"
"214.32","ekonomi"
"214.33","akan"
"214.34","jtuh"
"214.35","truk"
"214.36","tapi"
"214.37","msti"
"214.38","kes"
"214.39","akan"
"214.40","brkurg"
"214.41","bosan"
"214.42","deh"
"214.43","whau"
"214.44","pm"
"214.45","brhnti"
"214.46","lah"
"214.47","jadi"
"214.48","kmbing"
"214.49","hitam"
"214.50","politik"
"215","kes"
"215.1","covid"
"215.2","makin"
"215.3","naik"
"215.4","kematian"
"215.5","beratus"
"215.6","sehari"
"215.7","mp"
"215.8","masih"
"215.9","bergaduh"
"215.10","rebut"
"215.11","kuasa"
"215.12","ekonomi"
"215.13","makin"
"215.14","parah"
"215.15","bursa"
"215.16","terus"
